ticket_id,ticket_channel,ticket_priority,product,customer_segment,first_response_time_hours,resolution_time_hours,csat_score,custom_sla_status,resolution_bucket
146191,Web Form,Medium,E-commerce Store,Corporate,50.69,154.81,2,Breached SLA (>48h),Over 48 Hours
87878,Social Media,Medium,E-commerce Store,Corporate,27.49,142.91,2,Breached SLA (>48h),Over 48 Hours
150786,Chat,High,E-commerce Store,Individual,33.06,32.49,2,Met SLA (<48h),48 Hour Resolution
30411,Web Form,High,E-commerce Store,Small Business,59.36,223.93,2,Breached SLA (>48h),Over 48 Hours
127653,Phone,Urgent,E-commerce Store,Corporate,23.02,70.53,2,Breached SLA (>48h),Over 48 Hours
18986,Web Form,High,E-commerce Store,Individual,4.1,129.04,2,Breached SLA (>48h),Over 48 Hours
190528,Social Media,Low,E-commerce Store,Corporate,20.8,215.33,2,Breached SLA (>48h),Over 48 Hours
107194,Phone,High,E-commerce Store,Small Business,28.1,99.54,2,Breached SLA (>48h),Over 48 Hours
90534,Social Media,Medium,E-commerce Store,Corporate,39.27,115.5,2,Breached SLA (>48h),Over 48 Hours
109485,Phone,Urgent,E-commerce Store,Small Business,20.57,57.58,2,Breached SLA (>48h),Over 48 Hours
198360,Phone,Low,E-commerce Store,Corporate,28.91,17.14,2,Met SLA (<48h),24 Hour Resolution
34343,Chat,High,E-commerce Store,Small Business,7.65,135.27,2,Breached SLA (>48h),Over 48 Hours
38076,Social Media,Urgent,E-commerce Store,Corporate,64.67,203.17,2,Breached SLA (>48h),Over 48 Hours
133606,Email,Low,E-commerce Store,Individual,55.51,144.8,2,Breached SLA (>48h),Over 48 Hours
51532,Web Form,Urgent,E-commerce Store,Corporate,43.59,207.9,2,Breached SLA (>48h),Over 48 Hours
1801,Chat,High,E-commerce Store,Corporate,56.71,6.99,2,Met SLA (<48h),Same Day Resolution
188632,Web Form,Urgent,E-commerce Store,Corporate,70.25,82.58,2,Breached SLA (>48h),Over 48 Hours
168287,Email,High,E-commerce Store,Corporate,46.76,198.42,2,Breached SLA (>48h),Over 48 Hours
5451,Email,High,E-commerce Store,Small Business,51.62,73.75,2,Breached SLA (>48h),Over 48 Hours
28979,Chat,Medium,E-commerce Store,Corporate,8.63,172.81,2,Breached SLA (>48h),Over 48 Hours
78828,Phone,Urgent,E-commerce Store,Individual,48.86,196.94,2,Breached SLA (>48h),Over 48 Hours
147709,Web Form,Medium,E-commerce Store,Small Business,15.78,44.85,2,Met SLA (<48h),48 Hour Resolution
15581,Web Form,High,E-commerce Store,Corporate,51.76,156.55,2,Breached SLA (>48h),Over 48 Hours
60565,Phone,Low,E-commerce Store,Individual,53.55,12.31,2,Met SLA (<48h),24 Hour Resolution
193003,Chat,Medium,E-commerce Store,Corporate,70.91,43.9,2,Met SLA (<48h),48 Hour Resolution
178318,Chat,Medium,E-commerce Store,Individual,41.57,65.23,2,Breached SLA (>48h),Over 48 Hours
74411,Social Media,Urgent,E-commerce Store,Individual,5.63,138.0,2,Breached SLA (>48h),Over 48 Hours
44537,Email,Medium,E-commerce Store,Small Business,34.22,76.55,2,Breached SLA (>48h),Over 48 Hours
55066,Chat,Low,E-commerce Store,Individual,2.49,219.64,2,Breached SLA (>48h),Over 48 Hours
25724,Phone,High,E-commerce Store,Individual,5.32,198.17,2,Breached SLA (>48h),Over 48 Hours
51133,Chat,Low,E-commerce Store,Corporate,20.34,165.22,2,Breached SLA (>48h),Over 48 Hours
24329,Phone,Medium,E-commerce Store,Corporate,29.88,165.45,2,Breached SLA (>48h),Over 48 Hours
117714,Social Media,Low,E-commerce Store,Individual,26.57,236.46,2,Breached SLA (>48h),Over 48 Hours
25610,Phone,Low,E-commerce Store,Small Business,46.98,36.57,2,Met SLA (<48h),48 Hour Resolution
79709,Phone,High,E-commerce Store,Corporate,38.9,169.92,2,Breached SLA (>48h),Over 48 Hours
187755,Chat,High,E-commerce Store,Individual,19.71,138.07,2,Breached SLA (>48h),Over 48 Hours
194158,Social Media,Medium,E-commerce Store,Corporate,41.52,162.77,2,Breached SLA (>48h),Over 48 Hours
34834,Phone,Low,E-commerce Store,Individual,61.45,134.74,2,Breached SLA (>48h),Over 48 Hours
36695,Social Media,Urgent,E-commerce Store,Corporate,8.12,192.03,2,Breached SLA (>48h),Over 48 Hours
121265,Email,Urgent,E-commerce Store,Small Business,54.95,164.39,2,Breached SLA (>48h),Over 48 Hours
10349,Social Media,Medium,E-commerce Store,Individual,44.07,156.03,2,Breached SLA (>48h),Over 48 Hours
118396,Email,High,E-commerce Store,Individual,10.09,49.73,2,Breached SLA (>48h),Over 48 Hours
187549,Phone,Urgent,E-commerce Store,Small Business,35.1,103.79,2,Breached SLA (>48h),Over 48 Hours
19225,Chat,Medium,E-commerce Store,Individual,7.26,51.05,2,Breached SLA (>48h),Over 48 Hours
11945,Social Media,Medium,E-commerce Store,Corporate,46.93,89.49,2,Breached SLA (>48h),Over 48 Hours
159031,Chat,Low,E-commerce Store,Individual,29.19,33.13,2,Met SLA (<48h),48 Hour Resolution
30365,Web Form,Urgent,E-commerce Store,Individual,58.8,153.48,2,Breached SLA (>48h),Over 48 Hours
119537,Social Media,Medium,E-commerce Store,Individual,44.95,184.69,2,Breached SLA (>48h),Over 48 Hours
180655,Social Media,Urgent,E-commerce Store,Individual,15.84,38.04,2,Met SLA (<48h),48 Hour Resolution
182686,Social Media,High,E-commerce Store,Corporate,67.89,214.23,2,Breached SLA (>48h),Over 48 Hours
308,Email,Urgent,E-commerce Store,Individual,16.73,180.04,2,Breached SLA (>48h),Over 48 Hours
6821,Chat,Urgent,E-commerce Store,Individual,56.34,21.85,2,Met SLA (<48h),24 Hour Resolution
148702,Chat,Medium,E-commerce Store,Small Business,19.42,118.65,2,Breached SLA (>48h),Over 48 Hours
189427,Email,Low,E-commerce Store,Individual,46.73,156.57,2,Breached SLA (>48h),Over 48 Hours
114000,Social Media,Urgent,E-commerce Store,Corporate,64.55,63.75,2,Breached SLA (>48h),Over 48 Hours
26151,Web Form,Urgent,E-commerce Store,Small Business,25.72,113.46,2,Breached SLA (>48h),Over 48 Hours
58604,Chat,Low,E-commerce Store,Small Business,65.08,200.74,2,Breached SLA (>48h),Over 48 Hours
180056,Social Media,Low,E-commerce Store,Small Business,71.24,219.16,2,Breached SLA (>48h),Over 48 Hours
194764,Phone,Medium,E-commerce Store,Individual,31.76,191.52,2,Breached SLA (>48h),Over 48 Hours
34322,Chat,Medium,E-commerce Store,Small Business,56.55,191.38,2,Breached SLA (>48h),Over 48 Hours
71608,Phone,Low,E-commerce Store,Individual,53.39,175.5,2,Breached SLA (>48h),Over 48 Hours
197398,Email,Medium,E-commerce Store,Corporate,6.65,104.34,2,Breached SLA (>48h),Over 48 Hours
43106,Web Form,High,E-commerce Store,Small Business,60.86,119.96,2,Breached SLA (>48h),Over 48 Hours
57251,Social Media,High,E-commerce Store,Small Business,17.06,227.86,2,Breached SLA (>48h),Over 48 Hours
105871,Social Media,Medium,E-commerce Store,Individual,66.5,46.22,2,Met SLA (<48h),48 Hour Resolution
165460,Email,Low,E-commerce Store,Corporate,27.43,122.04,2,Breached SLA (>48h),Over 48 Hours
33640,Social Media,High,E-commerce Store,Small Business,46.54,203.57,2,Breached SLA (>48h),Over 48 Hours
90625,Phone,Low,E-commerce Store,Small Business,17.26,93.03,2,Breached SLA (>48h),Over 48 Hours
118064,Chat,Low,E-commerce Store,Corporate,23.39,112.06,2,Breached SLA (>48h),Over 48 Hours
90728,Chat,High,E-commerce Store,Individual,42.41,215.11,2,Breached SLA (>48h),Over 48 Hours
44146,Social Media,Urgent,E-commerce Store,Small Business,38.41,238.31,2,Breached SLA (>48h),Over 48 Hours
55916,Social Media,Medium,E-commerce Store,Small Business,38.37,63.7,2,Breached SLA (>48h),Over 48 Hours
139329,Email,Medium,E-commerce Store,Individual,69.43,12.41,2,Met SLA (<48h),24 Hour Resolution
131729,Social Media,Urgent,E-commerce Store,Small Business,1.24,15.27,2,Met SLA (<48h),24 Hour Resolution
81365,Web Form,High,E-commerce Store,Small Business,27.76,173.52,2,Breached SLA (>48h),Over 48 Hours
157003,Social Media,Medium,E-commerce Store,Small Business,67.45,9.29,2,Met SLA (<48h),Same Day Resolution
937,Social Media,Medium,E-commerce Store,Small Business,43.42,199.18,2,Breached SLA (>48h),Over 48 Hours
48843,Chat,Medium,E-commerce Store,Small Business,34.18,162.1,2,Breached SLA (>48h),Over 48 Hours
196819,Chat,Urgent,E-commerce Store,Corporate,15.63,4.79,2,Met SLA (<48h),Same Day Resolution
129687,Social Media,Medium,E-commerce Store,Individual,38.76,112.55,2,Breached SLA (>48h),Over 48 Hours
65362,Social Media,High,E-commerce Store,Corporate,60.19,129.62,2,Breached SLA (>48h),Over 48 Hours
12352,Chat,Urgent,E-commerce Store,Individual,70.66,216.6,2,Breached SLA (>48h),Over 48 Hours
175773,Social Media,Low,E-commerce Store,Small Business,45.86,177.91,2,Breached SLA (>48h),Over 48 Hours
178516,Social Media,Low,E-commerce Store,Corporate,16.67,231.29,2,Breached SLA (>48h),Over 48 Hours
122345,Social Media,High,E-commerce Store,Small Business,56.81,98.81,2,Breached SLA (>48h),Over 48 Hours
189191,Email,Urgent,E-commerce Store,Corporate,22.24,152.78,2,Breached SLA (>48h),Over 48 Hours
142661,Social Media,High,E-commerce Store,Small Business,26.75,62.74,2,Breached SLA (>48h),Over 48 Hours
19792,Web Form,Medium,E-commerce Store,Small Business,18.47,136.15,2,Breached SLA (>48h),Over 48 Hours
88827,Chat,Medium,E-commerce Store,Small Business,53.1,222.76,2,Breached SLA (>48h),Over 48 Hours
65617,Chat,Urgent,E-commerce Store,Corporate,38.46,117.55,2,Breached SLA (>48h),Over 48 Hours
50352,Chat,High,E-commerce Store,Small Business,43.51,184.93,2,Breached SLA (>48h),Over 48 Hours
155819,Email,High,E-commerce Store,Corporate,37.78,36.18,2,Met SLA (<48h),48 Hour Resolution
72334,Web Form,Medium,E-commerce Store,Small Business,46.07,95.67,2,Breached SLA (>48h),Over 48 Hours
69470,Social Media,Medium,E-commerce Store,Small Business,59.93,157.84,2,Breached SLA (>48h),Over 48 Hours
105632,Chat,Urgent,E-commerce Store,Corporate,17.17,67.43,2,Breached SLA (>48h),Over 48 Hours
78845,Web Form,High,E-commerce Store,Corporate,66.64,183.71,2,Breached SLA (>48h),Over 48 Hours
76837,Email,Urgent,E-commerce Store,Individual,5.71,14.21,2,Met SLA (<48h),24 Hour Resolution
2169,Social Media,Urgent,E-commerce Store,Corporate,32.34,94.96,2,Breached SLA (>48h),Over 48 Hours
171740,Web Form,Urgent,E-commerce Store,Small Business,66.9,93.1,2,Breached SLA (>48h),Over 48 Hours
36301,Chat,Medium,E-commerce Store,Corporate,15.3,138.74,2,Breached SLA (>48h),Over 48 Hours
126119,Social Media,Medium,E-commerce Store,Individual,63.44,156.01,2,Breached SLA (>48h),Over 48 Hours
130182,Email,Low,E-commerce Store,Small Business,27.43,149.81,2,Breached SLA (>48h),Over 48 Hours
198957,Web Form,Urgent,E-commerce Store,Corporate,14.41,125.57,2,Breached SLA (>48h),Over 48 Hours
56053,Web Form,Low,E-commerce Store,Small Business,11.11,156.65,2,Breached SLA (>48h),Over 48 Hours
118196,Web Form,Urgent,E-commerce Store,Corporate,41.55,27.07,2,Met SLA (<48h),48 Hour Resolution
118829,Phone,Medium,E-commerce Store,Corporate,66.1,83.94,2,Breached SLA (>48h),Over 48 Hours
7173,Web Form,Medium,E-commerce Store,Individual,18.68,165.36,2,Breached SLA (>48h),Over 48 Hours
103921,Web Form,Low,E-commerce Store,Individual,1.19,179.3,2,Breached SLA (>48h),Over 48 Hours
74348,Social Media,Medium,E-commerce Store,Small Business,39.15,155.65,2,Breached SLA (>48h),Over 48 Hours
166054,Web Form,Medium,E-commerce Store,Small Business,54.06,82.24,2,Breached SLA (>48h),Over 48 Hours
33419,Email,High,E-commerce Store,Small Business,51.14,18.85,2,Met SLA (<48h),24 Hour Resolution
38042,Web Form,Medium,E-commerce Store,Small Business,56.36,174.96,2,Breached SLA (>48h),Over 48 Hours
87514,Social Media,Urgent,E-commerce Store,Corporate,10.66,15.1,2,Met SLA (<48h),24 Hour Resolution
103205,Web Form,Urgent,E-commerce Store,Individual,56.12,198.1,2,Breached SLA (>48h),Over 48 Hours
194542,Web Form,Urgent,E-commerce Store,Corporate,68.84,113.02,2,Breached SLA (>48h),Over 48 Hours
134343,Web Form,Medium,E-commerce Store,Small Business,19.99,204.86,2,Breached SLA (>48h),Over 48 Hours
88511,Chat,High,E-commerce Store,Corporate,7.85,209.62,2,Breached SLA (>48h),Over 48 Hours
159781,Chat,Low,E-commerce Store,Individual,1.16,156.18,2,Breached SLA (>48h),Over 48 Hours
120101,Chat,Urgent,E-commerce Store,Small Business,15.4,48.14,2,Breached SLA (>48h),Over 48 Hours
183684,Email,Urgent,E-commerce Store,Individual,15.76,32.07,2,Met SLA (<48h),48 Hour Resolution
14215,Social Media,Urgent,E-commerce Store,Individual,62.41,183.22,2,Breached SLA (>48h),Over 48 Hours
176393,Social Media,Urgent,E-commerce Store,Corporate,43.02,215.02,2,Breached SLA (>48h),Over 48 Hours
189965,Email,High,E-commerce Store,Corporate,8.46,110.72,2,Breached SLA (>48h),Over 48 Hours
7295,Email,Medium,E-commerce Store,Individual,43.04,2.65,2,Met SLA (<48h),Same Day Resolution
142416,Chat,Low,E-commerce Store,Individual,57.03,22.34,2,Met SLA (<48h),24 Hour Resolution
1593,Phone,Urgent,E-commerce Store,Corporate,6.51,74.19,2,Breached SLA (>48h),Over 48 Hours
4422,Social Media,Medium,E-commerce Store,Corporate,52.0,65.72,2,Breached SLA (>48h),Over 48 Hours
24780,Phone,Medium,E-commerce Store,Small Business,6.8,26.19,2,Met SLA (<48h),48 Hour Resolution
137517,Chat,Low,E-commerce Store,Small Business,62.13,207.3,2,Breached SLA (>48h),Over 48 Hours
63026,Chat,Low,E-commerce Store,Individual,46.97,33.5,2,Met SLA (<48h),48 Hour Resolution
93248,Phone,Medium,E-commerce Store,Individual,40.27,226.82,2,Breached SLA (>48h),Over 48 Hours
81547,Email,Low,E-commerce Store,Small Business,47.87,148.8,2,Breached SLA (>48h),Over 48 Hours
1694,Phone,Medium,E-commerce Store,Corporate,6.06,74.35,2,Breached SLA (>48h),Over 48 Hours
121011,Web Form,High,E-commerce Store,Corporate,53.86,22.26,2,Met SLA (<48h),24 Hour Resolution
141845,Chat,Medium,E-commerce Store,Small Business,11.53,132.41,2,Breached SLA (>48h),Over 48 Hours
153665,Phone,High,E-commerce Store,Corporate,18.61,101.57,2,Breached SLA (>48h),Over 48 Hours
142959,Email,Medium,E-commerce Store,Individual,51.86,215.96,2,Breached SLA (>48h),Over 48 Hours
104617,Email,Urgent,E-commerce Store,Individual,1.57,1.78,2,Met SLA (<48h),Same Day Resolution
96765,Social Media,Medium,E-commerce Store,Small Business,58.63,106.91,2,Breached SLA (>48h),Over 48 Hours
124495,Chat,Low,E-commerce Store,Small Business,51.18,151.88,2,Breached SLA (>48h),Over 48 Hours
73000,Web Form,Medium,E-commerce Store,Individual,44.66,224.63,2,Breached SLA (>48h),Over 48 Hours
31070,Email,Low,E-commerce Store,Individual,71.61,204.92,2,Breached SLA (>48h),Over 48 Hours
179279,Chat,High,E-commerce Store,Corporate,8.39,71.15,2,Breached SLA (>48h),Over 48 Hours
109755,Web Form,Medium,E-commerce Store,Corporate,1.54,226.55,2,Breached SLA (>48h),Over 48 Hours
62589,Social Media,Low,E-commerce Store,Small Business,60.87,138.09,2,Breached SLA (>48h),Over 48 Hours
111586,Email,Medium,E-commerce Store,Individual,17.2,104.35,2,Breached SLA (>48h),Over 48 Hours
154425,Social Media,High,E-commerce Store,Individual,51.71,160.05,2,Breached SLA (>48h),Over 48 Hours
198066,Phone,Low,E-commerce Store,Individual,12.5,143.86,2,Breached SLA (>48h),Over 48 Hours
65639,Web Form,Medium,E-commerce Store,Individual,22.97,184.49,2,Breached SLA (>48h),Over 48 Hours
177723,Social Media,Low,E-commerce Store,Small Business,69.46,151.4,2,Breached SLA (>48h),Over 48 Hours
67771,Phone,Urgent,E-commerce Store,Corporate,21.24,86.47,2,Breached SLA (>48h),Over 48 Hours
48966,Phone,High,E-commerce Store,Individual,11.82,33.62,2,Met SLA (<48h),48 Hour Resolution
179397,Email,Urgent,E-commerce Store,Individual,67.51,98.12,2,Breached SLA (>48h),Over 48 Hours
117215,Email,Low,E-commerce Store,Corporate,42.74,153.62,2,Breached SLA (>48h),Over 48 Hours
183208,Social Media,Low,E-commerce Store,Corporate,22.41,53.49,2,Breached SLA (>48h),Over 48 Hours
4397,Social Media,Medium,E-commerce Store,Individual,27.87,144.88,2,Breached SLA (>48h),Over 48 Hours
11778,Chat,Low,E-commerce Store,Corporate,19.3,7.11,2,Met SLA (<48h),Same Day Resolution
49750,Web Form,Low,E-commerce Store,Corporate,35.91,156.23,2,Breached SLA (>48h),Over 48 Hours
128473,Web Form,Low,E-commerce Store,Corporate,58.52,177.02,2,Breached SLA (>48h),Over 48 Hours
15474,Phone,Low,E-commerce Store,Corporate,47.56,94.19,2,Breached SLA (>48h),Over 48 Hours
192810,Email,Medium,E-commerce Store,Small Business,29.1,169.51,2,Breached SLA (>48h),Over 48 Hours
56588,Email,Medium,E-commerce Store,Corporate,14.24,220.36,2,Breached SLA (>48h),Over 48 Hours
39513,Phone,Medium,E-commerce Store,Corporate,35.04,106.01,2,Breached SLA (>48h),Over 48 Hours
117875,Chat,High,E-commerce Store,Individual,5.17,195.1,2,Breached SLA (>48h),Over 48 Hours
83780,Web Form,Urgent,E-commerce Store,Corporate,13.79,161.03,2,Breached SLA (>48h),Over 48 Hours
91568,Phone,Medium,E-commerce Store,Individual,10.46,211.58,2,Breached SLA (>48h),Over 48 Hours
159450,Email,Low,E-commerce Store,Small Business,53.46,187.94,2,Breached SLA (>48h),Over 48 Hours
155296,Social Media,Urgent,E-commerce Store,Small Business,0.86,39.03,2,Met SLA (<48h),48 Hour Resolution
81656,Phone,Low,E-commerce Store,Corporate,51.81,236.44,2,Breached SLA (>48h),Over 48 Hours
170372,Web Form,High,E-commerce Store,Individual,17.26,20.44,2,Met SLA (<48h),24 Hour Resolution
55993,Chat,Urgent,E-commerce Store,Individual,69.79,77.33,2,Breached SLA (>48h),Over 48 Hours
176892,Chat,Medium,E-commerce Store,Corporate,47.53,2.9,2,Met SLA (<48h),Same Day Resolution
40746,Phone,Urgent,E-commerce Store,Corporate,31.74,51.12,2,Breached SLA (>48h),Over 48 Hours
56494,Web Form,Urgent,E-commerce Store,Corporate,37.68,169.43,2,Breached SLA (>48h),Over 48 Hours
48601,Web Form,High,E-commerce Store,Corporate,11.8,158.5,2,Breached SLA (>48h),Over 48 Hours
128432,Social Media,High,E-commerce Store,Individual,58.29,77.16,2,Breached SLA (>48h),Over 48 Hours
141857,Social Media,Medium,E-commerce Store,Individual,47.78,85.42,2,Breached SLA (>48h),Over 48 Hours
146481,Phone,Low,E-commerce Store,Individual,39.87,206.91,2,Breached SLA (>48h),Over 48 Hours
116223,Phone,Medium,E-commerce Store,Corporate,3.52,64.0,2,Breached SLA (>48h),Over 48 Hours
180676,Phone,Urgent,E-commerce Store,Small Business,58.59,11.43,2,Met SLA (<48h),Same Day Resolution
107140,Social Media,High,E-commerce Store,Individual,60.93,51.5,2,Breached SLA (>48h),Over 48 Hours
152723,Email,Low,E-commerce Store,Individual,11.85,185.25,2,Breached SLA (>48h),Over 48 Hours
156820,Web Form,Medium,E-commerce Store,Individual,42.02,191.93,2,Breached SLA (>48h),Over 48 Hours
81458,Chat,Medium,E-commerce Store,Small Business,50.85,70.89,2,Breached SLA (>48h),Over 48 Hours
44070,Phone,High,E-commerce Store,Small Business,3.7,200.34,2,Breached SLA (>48h),Over 48 Hours
138499,Web Form,Urgent,E-commerce Store,Corporate,51.17,48.13,2,Breached SLA (>48h),Over 48 Hours
175838,Phone,Low,E-commerce Store,Corporate,64.78,28.32,2,Met SLA (<48h),48 Hour Resolution
69055,Chat,Urgent,E-commerce Store,Small Business,24.81,68.8,2,Breached SLA (>48h),Over 48 Hours
75332,Chat,High,E-commerce Store,Corporate,22.36,36.18,2,Met SLA (<48h),48 Hour Resolution
196787,Chat,Medium,E-commerce Store,Individual,16.51,182.2,2,Breached SLA (>48h),Over 48 Hours
72584,Phone,Low,E-commerce Store,Small Business,52.08,145.88,2,Breached SLA (>48h),Over 48 Hours
159137,Phone,Urgent,E-commerce Store,Small Business,27.3,102.53,2,Breached SLA (>48h),Over 48 Hours
147074,Phone,High,E-commerce Store,Small Business,32.85,238.44,2,Breached SLA (>48h),Over 48 Hours
44498,Social Media,Low,E-commerce Store,Individual,9.33,99.73,2,Breached SLA (>48h),Over 48 Hours
58972,Social Media,Low,E-commerce Store,Corporate,55.88,15.04,2,Met SLA (<48h),24 Hour Resolution
44063,Web Form,High,E-commerce Store,Corporate,33.01,103.0,2,Breached SLA (>48h),Over 48 Hours
38512,Web Form,High,E-commerce Store,Small Business,12.69,116.83,2,Breached SLA (>48h),Over 48 Hours
199217,Chat,Urgent,E-commerce Store,Corporate,43.36,1.57,2,Met SLA (<48h),Same Day Resolution
27268,Web Form,High,E-commerce Store,Individual,71.21,102.82,2,Breached SLA (>48h),Over 48 Hours
2306,Social Media,Urgent,E-commerce Store,Individual,37.34,95.86,2,Breached SLA (>48h),Over 48 Hours
52400,Email,Low,E-commerce Store,Small Business,52.13,219.9,2,Breached SLA (>48h),Over 48 Hours
186350,Web Form,High,E-commerce Store,Corporate,30.86,91.65,2,Breached SLA (>48h),Over 48 Hours
180249,Chat,High,E-commerce Store,Small Business,28.03,48.17,2,Breached SLA (>48h),Over 48 Hours
1545,Phone,High,E-commerce Store,Corporate,13.47,205.61,2,Breached SLA (>48h),Over 48 Hours
199360,Phone,Low,E-commerce Store,Individual,17.77,190.01,2,Breached SLA (>48h),Over 48 Hours
78608,Social Media,Medium,E-commerce Store,Individual,68.25,237.91,2,Breached SLA (>48h),Over 48 Hours
64958,Phone,Urgent,E-commerce Store,Individual,48.32,155.4,2,Breached SLA (>48h),Over 48 Hours
164180,Chat,Low,E-commerce Store,Individual,46.76,76.72,2,Breached SLA (>48h),Over 48 Hours
194303,Social Media,Medium,E-commerce Store,Individual,63.49,119.4,2,Breached SLA (>48h),Over 48 Hours
62551,Email,Urgent,E-commerce Store,Corporate,48.95,225.69,2,Breached SLA (>48h),Over 48 Hours
76904,Phone,High,E-commerce Store,Corporate,53.56,171.73,2,Breached SLA (>48h),Over 48 Hours
9299,Chat,High,E-commerce Store,Small Business,40.42,237.75,2,Breached SLA (>48h),Over 48 Hours
64652,Chat,Low,E-commerce Store,Corporate,62.68,75.69,2,Breached SLA (>48h),Over 48 Hours
97773,Social Media,High,E-commerce Store,Corporate,44.79,194.75,2,Breached SLA (>48h),Over 48 Hours
92967,Social Media,Urgent,E-commerce Store,Small Business,23.02,208.59,2,Breached SLA (>48h),Over 48 Hours
49000,Phone,Urgent,E-commerce Store,Corporate,31.04,221.93,2,Breached SLA (>48h),Over 48 Hours
60489,Social Media,Urgent,E-commerce Store,Individual,47.55,104.41,2,Breached SLA (>48h),Over 48 Hours
131093,Phone,Low,E-commerce Store,Small Business,37.81,26.01,2,Met SLA (<48h),48 Hour Resolution
50874,Chat,Low,E-commerce Store,Individual,6.86,182.38,2,Breached SLA (>48h),Over 48 Hours
163539,Chat,Low,E-commerce Store,Small Business,68.54,83.78,2,Breached SLA (>48h),Over 48 Hours
163885,Social Media,Urgent,E-commerce Store,Corporate,32.15,235.68,2,Breached SLA (>48h),Over 48 Hours
92705,Web Form,High,E-commerce Store,Small Business,34.31,91.68,2,Breached SLA (>48h),Over 48 Hours
82498,Chat,Low,E-commerce Store,Corporate,55.77,91.41,2,Breached SLA (>48h),Over 48 Hours
76712,Web Form,Medium,E-commerce Store,Small Business,6.86,47.47,2,Met SLA (<48h),48 Hour Resolution
187430,Web Form,Urgent,E-commerce Store,Small Business,16.25,1.71,2,Met SLA (<48h),Same Day Resolution
11913,Phone,Low,E-commerce Store,Individual,12.43,11.05,2,Met SLA (<48h),Same Day Resolution
32416,Email,Urgent,E-commerce Store,Small Business,20.32,107.89,2,Breached SLA (>48h),Over 48 Hours
188556,Phone,Urgent,E-commerce Store,Corporate,16.51,77.2,2,Breached SLA (>48h),Over 48 Hours
46614,Social Media,Low,E-commerce Store,Individual,63.07,110.25,2,Breached SLA (>48h),Over 48 Hours
126521,Social Media,Low,E-commerce Store,Small Business,48.74,142.65,2,Breached SLA (>48h),Over 48 Hours
124544,Chat,Urgent,E-commerce Store,Small Business,3.72,219.9,2,Breached SLA (>48h),Over 48 Hours
83482,Email,Low,E-commerce Store,Corporate,39.55,95.73,2,Breached SLA (>48h),Over 48 Hours
156544,Phone,Low,E-commerce Store,Small Business,44.43,183.36,2,Breached SLA (>48h),Over 48 Hours
15193,Phone,Low,E-commerce Store,Individual,55.43,238.63,2,Breached SLA (>48h),Over 48 Hours
124181,Web Form,Medium,E-commerce Store,Corporate,48.08,7.34,2,Met SLA (<48h),Same Day Resolution
65215,Chat,High,E-commerce Store,Small Business,7.31,8.56,2,Met SLA (<48h),Same Day Resolution
152707,Email,Medium,E-commerce Store,Corporate,24.74,63.62,2,Breached SLA (>48h),Over 48 Hours
130066,Web Form,High,E-commerce Store,Individual,43.17,48.77,2,Breached SLA (>48h),Over 48 Hours
38406,Phone,Low,E-commerce Store,Individual,65.69,171.4,2,Breached SLA (>48h),Over 48 Hours
102924,Web Form,High,E-commerce Store,Individual,35.34,12.83,2,Met SLA (<48h),24 Hour Resolution
86619,Social Media,Urgent,E-commerce Store,Small Business,52.23,126.63,2,Breached SLA (>48h),Over 48 Hours
150858,Web Form,Medium,E-commerce Store,Corporate,47.18,44.63,2,Met SLA (<48h),48 Hour Resolution
7841,Email,Low,E-commerce Store,Corporate,10.87,12.6,2,Met SLA (<48h),24 Hour Resolution
108156,Social Media,Urgent,E-commerce Store,Small Business,9.83,17.52,2,Met SLA (<48h),24 Hour Resolution
144778,Chat,Urgent,E-commerce Store,Corporate,5.57,156.43,2,Breached SLA (>48h),Over 48 Hours
116679,Social Media,Low,E-commerce Store,Individual,41.82,200.23,2,Breached SLA (>48h),Over 48 Hours
155197,Chat,Low,E-commerce Store,Small Business,22.93,120.9,2,Breached SLA (>48h),Over 48 Hours
18985,Social Media,Low,E-commerce Store,Small Business,38.42,108.52,2,Breached SLA (>48h),Over 48 Hours
33220,Web Form,Urgent,E-commerce Store,Small Business,25.93,65.89,2,Breached SLA (>48h),Over 48 Hours
86681,Email,Low,E-commerce Store,Corporate,48.63,134.97,2,Breached SLA (>48h),Over 48 Hours
175317,Chat,Urgent,E-commerce Store,Corporate,43.49,71.7,2,Breached SLA (>48h),Over 48 Hours
68048,Phone,Medium,E-commerce Store,Corporate,37.31,20.58,2,Met SLA (<48h),24 Hour Resolution
166789,Email,Urgent,E-commerce Store,Small Business,51.45,196.79,2,Breached SLA (>48h),Over 48 Hours
50871,Phone,High,E-commerce Store,Small Business,67.75,137.94,2,Breached SLA (>48h),Over 48 Hours
44040,Phone,Low,E-commerce Store,Corporate,59.55,237.21,2,Breached SLA (>48h),Over 48 Hours
100918,Chat,Medium,E-commerce Store,Small Business,71.96,132.26,2,Breached SLA (>48h),Over 48 Hours
122821,Web Form,High,E-commerce Store,Corporate,11.98,181.47,2,Breached SLA (>48h),Over 48 Hours
133366,Web Form,Low,E-commerce Store,Individual,8.83,151.16,2,Breached SLA (>48h),Over 48 Hours
38278,Email,Low,E-commerce Store,Corporate,57.53,135.86,2,Breached SLA (>48h),Over 48 Hours
60435,Web Form,Urgent,E-commerce Store,Small Business,15.96,51.1,2,Breached SLA (>48h),Over 48 Hours
